Ox	1.92906  0.019061  0.020939	0.735846  0.0858459  0.114154	0.185799  0.247481  0.247481
R	1.92906  0.019061  0.020939	0.735846  0.0858459  0.114154	0.749292  0.0602585  0.0602585
T	1.92906  0.019061  0.020939	0.735846  0.0858459  0.114154	0.189531  0.0881554  0.0881554
Oz	1.92906  0.019061  0.020939	0.735846  0.0858459  0.114154	-0.16468  0.238594  0.238594
B	1.97027  0.0202658  0.0197342	-0.474163  0.275837  0.124163	0.498039  0.0307535  0.0310349
Ox	1.97027  0.0202658  0.0197342	-0.474163  0.275837  0.124163	-0.0102609  0.344041  0.344128
R	1.97027  0.0202658  0.0197342	-0.474163  0.275837  0.124163	-0.13497  0.107482  0.107482
T	1.97027  0.0202658  0.0197342	-0.474163  0.275837  0.124163	-0.300697  0.139134  0.243621
Oz	1.97027  0.0202658  0.0197342	-0.474163  0.275837  0.124163	-0.0545047  0.339712  0.339701
B	1.97043  0.0204324  0.0195676	-0.239177  0.110823  0.0891766	0.583971  0.021286  0.0214665
Ox	1.97043  0.0204324  0.0195676	-0.239177  0.110823  0.0891766	0.0542679  0.252178  0.252242
R	1.97043  0.0204324  0.0195676	-0.239177  0.110823  0.0891766	0.0703199  0.0483563  0.0483563
T	1.97043  0.0204324  0.0195676	-0.239177  0.110823  0.0891766	-0.57546  0.227164  0.227164
Oz	1.97043  0.0204324  0.0195676	-0.239177  0.110823  0.0891766	-0.383649  0.243316  0.243316
B	1.97042  0.0204242  0.0195758	-0.0443952  0.105605  0.0943952	0.473796  0.0174844  0.0175734
Ox	1.97042  0.0204242  0.0195758	-0.0443952  0.105605  0.0943952	-0.427272  0.187243  0.187243
R	1.97042  0.0204242  0.0195758	-0.0443952  0.105605  0.0943952	0.240716  0.0429459  0.0429459
T	1.97042  0.0204242  0.0195758	-0.0443952  0.105605  0.0943952	-0.640654  0.18626  0.185959
Oz	1.97042  0.0204242  0.0195758	-0.0443952  0.105605  0.0943952	-0.669621  0.178856  0.178856
B	1.97096  0.0209571  0.0190429	0.163562  0.113562  0.0864378	0.398502  0.0144601  0.0144601
Ox	1.97096  0.0209571  0.0190429	0.163562  0.113562  0.0864378	-0.721021  0.0225095  0.0225095
R	1.97096  0.0209571  0.0190429	0.163562  0.113562  0.0864378	0.369326  0.0362177  0.0362177
T	1.97096  0.0209571  0.0190429	0.163562  0.113562  0.0864378	-0.182443  0.0275383  0.0275383
Oz	1.97096  0.0209571  0.0190429	0.163562  0.113562  0.0864378	-0.425037  0.0392407  0.0392407
B	1.97093  0.0209307  0.0190693	0.345298  0.095298  0.104702	0.3197  0.102009  0.102009
Ox	1.97093  0.0209307  0.0190693	0.345298  0.095298  0.104702	-0.600429  0.109261  0.109261
R	1.97093  0.0209307  0.0190693	0.345298  0.095298  0.104702	0.642923  0.0333575  0.0333575
Oz	1.97093  0.0209307  0.0190693	0.345298  0.095298  0.104702	-0.369913  0.174065  0.174065
B	1.97154  0.0215424  0.0184576	0.553434  0.103434  0.0965665	0.251882  0.0140609  0.0140609
Ox	1.97154  0.0215424  0.0184576	0.553434  0.103434  0.0965665	-0.256612  0.0975489  0.0975489
R	1.97154  0.0215424  0.0184576	0.553434  0.103434  0.0965665	0.832912  0.0323979  0.0323979
T	1.97154  0.0215424  0.0184576	0.553434  0.103434  0.0965665	-0.180042  0.0211079  0.0211079
Oz	1.97154  0.0215424  0.0184576	0.553434  0.103434  0.0965665	-0.408686  0.0211231  0.0211231
B	1.97169  0.0216893  0.0183107	0.735831  0.0858313  0.114169	0.240249  0.0185768  0.0186238
Ox	1.97169  0.0216893  0.0183107	0.735831  0.0858313  0.114169	-0.13491  0.205471  0.202997
R	1.97169  0.0216893  0.0183107	0.735831  0.0858313  0.114169	0.899557  0.0380872  0.0380872
T	1.97169  0.0216893  0.0183107	0.735831  0.0858313  0.114169	0.262263  0.198178  0.198178
Oz	1.97169  0.0216893  0.0183107	0.735831  0.0858313  0.114169	-0.271471  0.194647  0.194647
B	2.00525  0.0152484  0.0247516	-0.237345  0.112655  0.0873445	0.600926  0.0298457  0.0298457
Ox	2.00525  0.0152484  0.0247516	-0.237345  0.112655  0.0873445	-0.616528  0.0395927  0.0395927
R	2.00525  0.0152484  0.0247516	-0.237345  0.112655  0.0873445	0.0527668  0.0515959  0.0515959
T	2.00525  0.0152484  0.0247516	-0.237345  0.112655  0.0873445	-0.193697  0.171546  0.171546
Oz	2.00525  0.0152484  0.0247516	-0.237345  0.112655  0.0873445	-0.472401  0.051472  0.051472
B	2.00569  0.0156905  0.0243095	-0.0429951  0.107005  0.0929951	0.455494  0.0250464  0.0250464
Ox	2.00569  0.0156905  0.0243095	-0.0429951  0.107005  0.0929951	-0.527558  0.26469  0.26469
R	2.00569  0.0156905  0.0243095	-0.0429951  0.107005  0.0929951	0.239779  0.0437475  0.0437475
T	2.00569  0.0156905  0.0243095	-0.0429951  0.107005  0.0929951	-0.183135  0.0201495  0.172914
Oz	2.00569  0.0156905  0.0243095	-0.0429951  0.107005  0.0929951	-0.46982  0.253363  0.253363
B	2.00593  0.0159276  0.0240724	0.163621  0.113621  0.0863786	0.336828  0.0186742  0.0186742
Ox	2.00593  0.0159276  0.0240724	0.163621  0.113621  0.0863786	-0.811656  0.00159512  0.00159512
R	2.00593  0.0159276  0.0240724	0.163621  0.113621  0.0863786	0.453462  0.0352353  0.0352353
T	2.00593  0.0159276  0.0240724	0.163621  0.113621  0.0863786	-0.347237  0.0753284  0.0753284
Oz	2.00593  0.0159276  0.0240724	0.163621  0.113621  0.0863786	-0.315501  0.0532929  0.0532929
B	2.00593  0.015932  0.024068	0.345631  0.0956314  0.104369	0.242975  0.11711  0.11711
Ox	2.00593  0.015932  0.024068	0.345631  0.0956314  0.104369	-0.6554  0.132134  0.132134
R	2.00593  0.015932  0.024068	0.345631  0.0956314  0.104369	0.672261  0.0353345  0.0353345
T	2.00593  0.015932  0.024068	0.345631  0.0956314  0.104369	-0.467522  0.348211  0.348211
Oz	2.00593  0.015932  0.024068	0.345631  0.0956314  0.104369	-0.492559  0.174107  0.174107
B	2.00654  0.0165386  0.0234614	0.553961  0.103961  0.0960386	0.228012  0.0176063  0.0176063
Ox	2.00654  0.0165386  0.0234614	0.553961  0.103961  0.0960386	-0.320429  0.0388891  0.0388891
R	2.00654  0.0165386  0.0234614	0.553961  0.103961  0.0960386	0.918186  0.0300418  0.0300418
T	2.00654  0.0165386  0.0234614	0.553961  0.103961  0.0960386	0.183887  0.0344456  0.0344456
Oz	2.00654  0.0165386  0.0234614	0.553961  0.103961  0.0960386	0.0181739  0.186459  0.186459
B	2.00639  0.016389  0.023611	0.730921  0.0809208  0.119079	0.255996  0.0354165  0.0354165
Ox	2.00639  0.016389  0.023611	0.730921  0.0809208  0.119079	0.439242  0.0792  0.0792
R	2.00639  0.016389  0.023611	0.730921  0.0809208  0.119079	0.967777  0.0344701  0.0344701
T	2.00639  0.016389  0.023611	0.730921  0.0809208  0.119079	0.485197  0.0796206  0.0796206
Oz	2.00639  0.016389  0.023611	0.730921  0.0809208  0.119079	-0.0936938  0.190827  0.190827
B	2.05046  0.0204629  0.0195371	-0.112825  0.237175  0.162825	0.451706  0.0351848  0.0351848
Ox	2.05046  0.0204629  0.0195371	-0.112825  0.237175  0.162825	-0.590262  0.378915  0.378915
R	2.05046  0.0204629  0.0195371	-0.112825  0.237175  0.162825	0.115677  0.047599  0.047599
T	2.05046  0.0204629  0.0195371	-0.112825  0.237175  0.162825	-0.183806  0.0673746  0.0673746
Oz	2.05046  0.0204629  0.0195371	-0.112825  0.237175  0.162825	-0.228536  0.364751  0.364751
B	2.05053  0.0205275  0.0194725	0.161541  0.111541  0.0884591	0.205135  0.0329859  0.0330219
Ox	2.05053  0.0205275  0.0194725	0.161541  0.111541  0.0884591	-0.468547  0.353151  0.353151
R	2.05053  0.0205275  0.0194725	0.161541  0.111541  0.0884591	0.607302  0.0386873  0.0386873
T	2.05053  0.0205275  0.0194725	0.161541  0.111541  0.0884591	-0.3581  0.355559  0.355559
Oz	2.05053  0.0205275  0.0194725	0.161541  0.111541  0.0884591	0.0488665  0.357003  0.357263
B	2.0509  0.0209022  0.0190978	0.346015  0.0960152  0.103985	0.198139  0.0157404  0.0157404
Ox	2.0509  0.0209022  0.0190978	0.346015  0.0960152  0.103985	-0.436181  0.338715  0.338715
R	2.0509  0.0209022  0.0190978	0.346015  0.0960152  0.103985	0.870915  0.0351398  0.0351398
T	2.0509  0.0209022  0.0190978	0.346015  0.0960152  0.103985	0.46186  0.318185  0.318185
Oz	2.0509  0.0209022  0.0190978	0.346015  0.0960152  0.103985	0.136478  0.0621182  0.0621182
B	2.05162  0.0216178  0.0183822	0.555503  0.105503  0.0944971	0.224853  0.00707694  0.00707694
Ox	2.05162  0.0216178  0.0183822	0.555503  0.105503  0.0944971	0.0615295  0.0751994  0.0751994
R	2.05162  0.0216178  0.0183822	0.555503  0.105503  0.0944971	0.952911  0.0299888  0.0299888
B	2.05135  0.0213496  0.0186504	0.72741  0.0774101  0.12259	0.295537  0.0172605  0.0172605
R	2.05135  0.0213496  0.0186504	0.72741  0.0774101  0.12259	0.955312  0.0327303  0.0327303
T	2.05135  0.0213496  0.0186504	0.72741  0.0774101  0.12259	0.342249  0.138207  0.138207
Oz	2.05135  0.0213496  0.0186504	0.72741  0.0774101  0.12259	0.242637  0.0667964  0.0667964
B	2.08855  0.0185517  0.0214483	-0.108924  0.241076  0.158924	0.32637  0.0358835  0.0358835
Ox	2.08855  0.0185517  0.0214483	-0.108924  0.241076  0.158924	-0.757419  0.053053  0.053053
R	2.08855  0.0185517  0.0214483	-0.108924  0.241076  0.158924	0.104535  0.0510064  0.0510064
T	2.08855  0.0185517  0.0214483	-0.108924  0.241076  0.158924	-0.446828  0.38953  0.38953
Oz	2.08855  0.0185517  0.0214483	-0.108924  0.241076  0.158924	-0.531227  0.0748073  0.0748073
B	2.08871  0.0187126  0.0212874	0.159945  0.109945  0.090055	0.168436  0.0261557  0.0261557
Ox	2.08871  0.0187126  0.0212874	0.159945  0.109945  0.090055	0.00287674  0.323687  0.323687
R	2.08871  0.0187126  0.0212874	0.159945  0.109945  0.090055	0.590874  0.0389756  0.0389756
T	2.08871  0.0187126  0.0212874	0.159945  0.109945  0.090055	0.183395  0.0503622  0.0503622
Oz	2.08871  0.0187126  0.0212874	0.159945  0.109945  0.090055	-0.201006  0.0597975  0.0597975
B	2.08903  0.0190313  0.0209687	0.348708  0.0987081  0.101292	0.165413  0.027661  0.027661
Ox	2.08903  0.0190313  0.0209687	0.348708  0.0987081  0.101292	-0.422485  0.0583727  0.0583727
R	2.08903  0.0190313  0.0209687	0.348708  0.0987081  0.101292	0.887313  0.0356679  0.0356679
T	2.08903  0.0190313  0.0209687	0.348708  0.0987081  0.101292	0.183932  0.0554935  0.0554935
Oz	2.08903  0.0190313  0.0209687	0.348708  0.0987081  0.101292	-0.0626908  0.250376  0.250376
B	2.0895  0.0194966  0.0205034	0.556099  0.106099  0.093901	0.247056  0.0222521  0.0222521
Ox	2.0895  0.0194966  0.0205034	0.556099  0.106099  0.093901	0.206322  0.173019  0.173019
R	2.0895  0.0194966  0.0205034	0.556099  0.106099  0.093901	0.941157  0.028858  0.028858
T	2.0895  0.0194966  0.0205034	0.556099  0.106099  0.093901	0.249483  0.0728758  0.0728758
Oz	2.0895  0.0194966  0.0205034	0.556099  0.106099  0.093901	-0.19391  0.088639  0.088639
B	2.08916  0.0191637  0.0208363	0.723097  0.0730974  0.126903	0.349445  0.0272613  0.0272613
Ox	2.08916  0.0191637  0.0208363	0.723097  0.0730974  0.126903	0.388467  0.0874506  0.0874506
R	2.08916  0.0191637  0.0208363	0.723097  0.0730974  0.126903	0.961721  0.032073  0.032073
T	2.08916  0.0191637  0.0208363	0.723097  0.0730974  0.126903	0.490842  0.052531  0.052531
Oz	2.08916  0.0191637  0.0208363	0.723097  0.0730974  0.126903	-0.0853641  0.18915  0.18915
B	2.12885  0.0188466  0.0211534	0.157928  0.107928  0.0920721	0.0725825  0.0400097  0.0400991
Ox	2.12885  0.0188466  0.0211534	0.157928  0.107928  0.0920721	-0.399617  0.442996  0.442996
R	2.12885  0.0188466  0.0211534	0.157928  0.107928  0.0920721	0.736155  0.040965  0.040965
T	2.12885  0.0188466  0.0211534	0.157928  0.107928  0.0920721	0.250881  0.430669  0.430669
Oz	2.12885  0.0188466  0.0211534	0.157928  0.107928  0.0920721	-0.412488  0.443532  0.443532
B	2.12889  0.0188881  0.0211119	0.348341  0.0983412  0.101659	0.155002  0.0235322  0.0235322
Ox	2.12889  0.0188881  0.0211119	0.348341  0.0983412  0.101659	0.436392  0.292746  0.292746
R	2.12889  0.0188881  0.0211119	0.348341  0.0983412  0.101659	0.894379  0.0383116  0.0383116
T	2.12889  0.0188881  0.0211119	0.348341  0.0983412  0.101659	-0.501968  0.255631  0.255631
Oz	2.12889  0.0188881  0.0211119	0.348341  0.0983412  0.101659	-0.451636  0.0198275  0.0198275
B	2.12965  0.0196536  0.0203464	0.558144  0.108144  0.0918562	0.327614  0.0140886  0.0140886
Ox	2.12965  0.0196536  0.0203464	0.558144  0.108144  0.0918562	-0.15767  0.0792325  0.0792325
R	2.12965  0.0196536  0.0203464	0.558144  0.108144  0.0918562	0.934742  0.0304403  0.0304403
T	2.12965  0.0196536  0.0203464	0.558144  0.108144  0.0918562	0.311923  0.0356039  0.0356039
