R	1.89898  0.00897683  0.0110232	-0.451045  0.0989552  0.101045	0.47298  0.0873815  0.0873815
T	1.89898  0.00897683  0.0110232	-0.451045  0.0989552  0.101045	0.466208  0.0711322  0.0808433
Oz	1.89898  0.00897683  0.0110232	-0.451045  0.0989552  0.101045	0.0573793  0.0849702  0.0850065
B	1.89901  0.00900694  0.0109931	-0.248739  0.101261  0.0987391	0.240932  0.0281721  0.0282389
Ox	1.89901  0.00900694  0.0109931	-0.248739  0.101261  0.0987391	0.237192  0.0850497  0.0854074
R	1.89901  0.00900694  0.0109931	-0.248739  0.101261  0.0987391	0.36589  0.0649459  0.0649459
T	1.89901  0.00900694  0.0109931	-0.248739  0.101261  0.0987391	0.188669  0.0718746  0.027802
Oz	1.89901  0.00900694  0.0109931	-0.248739  0.101261  0.0987391	-0.139826  0.0801957  0.0799935
B	1.89918  0.00917882  0.0108212	-0.046509  0.103491  0.096509	0.236701  0.0246995  0.024855
Ox	1.89918  0.00917882  0.0108212	-0.046509  0.103491  0.096509	-0.360796  0.0670064  0.0667601
R	1.89918  0.00917882  0.0108212	-0.046509  0.103491  0.096509	0.158732  0.0468697  0.0468697
T	1.89918  0.00917882  0.0108212	-0.046509  0.103491  0.096509	-0.171832  0.0121258  0.0307806
Oz	1.89918  0.00917882  0.0108212	-0.046509  0.103491  0.096509	-0.298704  0.0653591  0.0651397
B	1.89931  0.00930532  0.0106947	0.16083  0.11083  0.0891698	0.272798  0.0210525  0.0211449
Ox	1.89931  0.00930532  0.0106947	0.16083  0.11083  0.0891698	-0.380049  0.0573805  0.057158
R	1.89931  0.00930532  0.0106947	0.16083  0.11083  0.0891698	-0.119212  0.0388268  0.0388268
T	1.89931  0.00930532  0.0106947	0.16083  0.11083  0.0891698	-0.346308  0.0567244  0.0565435
Oz	1.89931  0.00930532  0.0106947	0.16083  0.11083  0.0891698	-0.408414  0.0568517  0.0566031
B	1.89947  0.00947372  0.0105263	0.352799  0.102799  0.0972007	0.310153  0.0169174  0.0169895
Ox	1.89947  0.00947372  0.0105263	0.352799  0.102799  0.0972007	-0.515033  0.0474103  0.0472029
R	1.89947  0.00947372  0.0105263	0.352799  0.102799  0.0972007	-0.346192  0.048568  0.048568
T	1.89947  0.00947372  0.0105263	0.352799  0.102799  0.0972007	-0.553206  0.046  0.0458271
Oz	1.89947  0.00947372  0.0105263	0.352799  0.102799  0.0972007	-0.370856  0.0469453  0.0467683
B	1.8995  0.00949862  0.0105014	0.556121  0.106121  0.0938795	0.311224  0.016141  0.0162153
Ox	1.8995  0.00949862  0.0105014	0.556121  0.106121  0.0938795	-0.595132  0.0467272  0.0464444
R	1.8995  0.00949862  0.0105014	0.556121  0.106121  0.0938795	-0.487736  0.0412581  0.0412581
T	1.8995  0.00949862  0.0105014	0.556121  0.106121  0.0938795	-0.581309  0.0446102  0.0444222
Oz	1.8995  0.00949862  0.0105014	0.556121  0.106121  0.0938795	-0.222603  0.0454057  0.0453125
B	1.89965  0.00964818  0.0103518	0.738105  0.0881053  0.111895	0.313151  0.017986  0.0180779
Ox	1.89965  0.00964818  0.0103518	0.738105  0.0881053  0.111895	-0.70549  0.0519787  0.0516057
R	1.89965  0.00964818  0.0103518	0.738105  0.0881053  0.111895	-0.38429  0.0797016  0.0797016
T	1.89965  0.00964818  0.0103518	0.738105  0.0881053  0.111895	-0.691083  0.0508207  0.0505188
Oz	1.89965  0.00964818  0.0103518	0.738105  0.0881053  0.111895	-0.187913  0.0484364  0.0483455
B	1.91897  0.00897065  0.0110294	-0.636715  0.113285  0.0867153	0.404688  0.0425223  0.0430041
Ox	1.91897  0.00897065  0.0110294	-0.636715  0.113285  0.0867153	0.895321  0.0202072  0.0561558
R	1.91897  0.00897065  0.0110294	-0.636715  0.113285  0.0867153	0.697887  0.101401  0.101401
T	1.91897  0.00897065  0.0110294	-0.636715  0.113285  0.0867153	0.9674  0.0072291  0.0721581
Oz	1.91897  0.00897065  0.0110294	-0.636715  0.113285  0.0867153	0.0538753  0.129905  0.131325
B	1.91855  0.00855108  0.0114489	-0.450048  0.0999524  0.100048	0.270627  0.0366349  0.036888
Ox	1.91855  0.00855108  0.0114489	-0.450048  0.0999524  0.100048	0.525392  0.101064  0.0762773
R	1.91855  0.00855108  0.0114489	-0.450048  0.0999524  0.100048	0.568165  0.0880238  0.0880238
T	1.91855  0.00855108  0.0114489	-0.450048  0.0999524  0.100048	0.556698  0.0726379  0.0975432
Oz	1.91855  0.00855108  0.0114489	-0.450048  0.0999524  0.100048	0.00604814  0.101686  0.101738
B	1.91847  0.00847101  0.011529	-0.244963  0.105037  0.0949635	0.239247  0.0339427  0.0341312
Ox	1.91847  0.00847101  0.011529	-0.244963  0.105037  0.0949635	0.0882296  0.101996  0.102244
R	1.91847  0.00847101  0.011529	-0.244963  0.105037  0.0949635	0.430806  0.0762227  0.0762227
T	1.91847  0.00847101  0.011529	-0.244963  0.105037  0.0949635	0.175541  0.0659897  0.017715
Oz	1.91847  0.00847101  0.011529	-0.244963  0.105037  0.0949635	-0.270897  0.096273  0.0958371
B	1.91826  0.0082622  0.0117378	-0.0466338  0.103366  0.0966338	0.217787  0.0288584  0.0289967
Ox	1.91826  0.0082622  0.0117378	-0.0466338  0.103366  0.0966338	-0.321258  0.075453  0.0751758
R	1.91826  0.0082622  0.0117378	-0.0466338  0.103366  0.0966338	0.0618522  0.0752906  0.0752906
T	1.91826  0.0082622  0.0117378	-0.0466338  0.103366  0.0966338	-0.252121  0.075896  0.0774133
Oz	1.91826  0.0082622  0.0117378	-0.0466338  0.103366  0.0966338	-0.450144  0.0742121  0.0736722
B	1.91851  0.00851107  0.0114889	0.162363  0.112363  0.087637	0.296232  0.0236757  0.023806
Ox	1.91851  0.00851107  0.0114889	0.162363  0.112363  0.087637	-0.52472  0.0658543  0.0654533
R	1.91851  0.00851107  0.0114889	0.162363  0.112363  0.087637	-0.191717  0.054652  0.054652
T	1.91851  0.00851107  0.0114889	0.162363  0.112363  0.087637	-0.466536  0.0639891  0.0636618
Oz	1.91851  0.00851107  0.0114889	0.162363  0.112363  0.087637	-0.459607  0.0646881  0.064334
B	1.91844  0.00844212  0.0115579	0.353734  0.103734  0.096266	0.33226  0.0189313  0.01901
Ox	1.91844  0.00844212  0.0115579	0.353734  0.103734  0.096266	-0.617246  0.0532677  0.0528672
R	1.91844  0.00844212  0.0115579	0.353734  0.103734  0.096266	-0.342131  0.0488189  0.0488189
T	1.91844  0.00844212  0.0115579	0.353734  0.103734  0.096266	-0.660324  0.0512873  0.0510089
Oz	1.91844  0.00844212  0.0115579	0.353734  0.103734  0.096266	-0.35517  0.0527217  0.0525353
B	1.91873  0.00873043  0.0112696	0.558979  0.108979  0.0910211	0.336053  0.0126723  0.0126723
Ox	1.91873  0.00873043  0.0112696	0.558979  0.108979  0.0910211	-0.577896  0.111502  0.111502
R	1.91873  0.00873043  0.0112696	0.558979  0.108979  0.0910211	-0.444344  0.0438014  0.0438014
T	1.91873  0.00873043  0.0112696	0.558979  0.108979  0.0910211	-0.699271  0.00954965  0.00954965
Oz	1.91873  0.00873043  0.0112696	0.558979  0.108979  0.0910211	-0.273315  0.210234  0.210234
B	1.91853  0.00852756  0.0114724	0.738935  0.0889346  0.111065	0.277045  0.0270656  0.0270656
Ox	1.91853  0.00852756  0.0114724	0.738935  0.0889346  0.111065	-0.710788  0.143356  0.143356
R	1.91853  0.00852756  0.0114724	0.738935  0.0889346  0.111065	-0.425506  0.0669869  0.0669869
T	1.91853  0.00852756  0.0114724	0.738935  0.0889346  0.111065	-0.763277  0.0346918  0.0346918
Oz	1.91853  0.00852756  0.0114724	0.738935  0.0889346  0.111065	-0.184546  0.357973  0.357973
B	1.94017  0.0101689  0.00983106	-0.631349  0.118651  0.0813485	0.436832  0.049244  0.0496647
Ox	1.94017  0.0101689  0.00983106	-0.631349  0.118651  0.0813485	0.863831  0.083893  0.083893
R	1.94017  0.0101689  0.00983106	-0.631349  0.118651  0.0813485	0.578191  0.077289  0.077289
T	1.94017  0.0101689  0.00983106	-0.631349  0.118651  0.0813485	0.969189  0.00583385  0.0379558
Oz	1.94017  0.0101689  0.00983106	-0.631349  0.118651  0.0813485	0.18107  0.146318  0.150129
B	1.93981  0.00981457  0.0101854	-0.449768  0.100232  0.0997676	0.401286  0.0420842  0.0425803
Ox	1.93981  0.00981457  0.0101854	-0.449768  0.100232  0.0997676	0.690913  0.116824  0.0930488
R	1.93981  0.00981457  0.0101854	-0.449768  0.100232  0.0997676	0.775356  0.0691171  0.0691171
T	1.93981  0.00981457  0.0101854	-0.449768  0.100232  0.0997676	0.763945  0.0848102  0.109651
Oz	1.93981  0.00981457  0.0101854	-0.449768  0.100232  0.0997676	0.0532989  0.115176  0.115445
B	1.9397  0.00970144  0.0102986	-0.24689  0.10311  0.0968898	0.279263  0.0404738  0.0407196
Ox	1.9397  0.00970144  0.0102986	-0.24689  0.10311  0.0968898	-0.0979894  0.118572  0.11823
R	1.9397  0.00970144  0.0102986	-0.24689  0.10311  0.0968898	0.609441  0.0741786  0.0741786
T	1.9397  0.00970144  0.0102986	-0.24689  0.10311  0.0968898	0.304472  0.105769  0.106331
Oz	1.9397  0.00970144  0.0102986	-0.24689  0.10311  0.0968898	-0.326488  0.108298  0.107681
B	1.93977  0.00976714  0.0102329	-0.0442013  0.105799  0.0942013	0.330945  0.0337042  0.0338768
Ox	1.93977  0.00976714  0.0102329	-0.0442013  0.105799  0.0942013	-0.384843  0.0913923  0.0909272
R	1.93977  0.00976714  0.0102329	-0.0442013  0.105799  0.0942013	0.215491  0.080706  0.080706
T	1.93977  0.00976714  0.0102329	-0.0442013  0.105799  0.0942013	-0.398674  0.0893306  0.0887352
Oz	1.93977  0.00976714  0.0102329	-0.0442013  0.105799  0.0942013	-0.437723  0.0879055  0.0872269
B	1.9398  0.00980474  0.0101953	0.163962  0.113962  0.0860383	0.40337  0.0266722  0.0268312
Ox	1.9398  0.00980474  0.0101953	0.163962  0.113962  0.0860383	-0.533363  0.0710471  0.0705946
R	1.9398  0.00980474  0.0101953	0.163962  0.113962  0.0860383	-0.128727  0.045002  0.045002
T	1.9398  0.00980474  0.0101953	0.163962  0.113962  0.0860383	-0.422149  0.0720378  0.0717423
Oz	1.9398  0.00980474  0.0101953	0.163962  0.113962  0.0860383	-0.322978  0.0706136  0.0703613
B	1.93996  0.00995668  0.0100433	0.352512  0.102512  0.0974878	0.380908  0.0217056  0.0217945
Ox	1.93996  0.00995668  0.0100433	0.352512  0.102512  0.0974878	-0.672498  0.0612523  0.0607814
R	1.93996  0.00995668  0.0100433	0.352512  0.102512  0.0974878	-0.370372  0.0273248  0.0273248
T	1.93996  0.00995668  0.0100433	0.352512  0.102512  0.0974878	-0.551721  0.0597886  0.0595927
Oz	1.93996  0.00995668  0.0100433	0.352512  0.102512  0.0974878	-0.420712  0.0589808  0.0587699
B	1.94001  0.010007  0.00999299	0.559784  0.109784  0.0902156	0.374833  0.0143931  0.0143931
Ox	1.94001  0.010007  0.00999299	0.559784  0.109784  0.0902156	-0.707842  0.0950481  0.0950481
R	1.94001  0.010007  0.00999299	0.559784  0.109784  0.0902156	-0.46712  0.02979  0.02979
T	1.94001  0.010007  0.00999299	0.559784  0.109784  0.0902156	-0.812773  0.00977845  0.00977845
Oz	1.94001  0.010007  0.00999299	0.559784  0.109784  0.0902156	-0.227449  0.251117  0.251117
B	1.94005  0.0100467  0.00995331	0.737402  0.0874019  0.112598	0.346954  0.0316929  0.0316929
Ox	1.94005  0.0100467  0.00995331	0.737402  0.0874019  0.112598	-0.729263  0.174272  0.174272
R	1.94005  0.0100467  0.00995331	0.737402  0.0874019  0.112598	-0.430495  0.0645797  0.0645797
T	1.94005  0.0100467  0.00995331	0.737402  0.0874019  0.112598	-0.811963  0.037103  0.037103
Oz	1.94005  0.0100467  0.00995331	0.737402  0.0874019  0.112598	-0.202867  0.411728  0.411728
B	1.95993  0.00992886  0.0100711	-0.63651  0.11349  0.0865101	0.583684  0.0422203  0.0428251
Ox	1.95993  0.00992886  0.0100711	-0.63651  0.11349  0.0865101	0.763184  0.0415209  0.0626948
R	1.95993  0.00992886  0.0100711	-0.63651  0.11349  0.0865101	0.699072  0.0856315  0.0856315
T	1.95993  0.00992886  0.0100711	-0.63651  0.11349  0.0865101	0.968181  0.00633321  0.0462177
Oz	1.95993  0.00992886  0.0100711	-0.63651  0.11349  0.0865101	0.21334  0.0891517  0.116332
B	1.9596  0.00960136  0.0103986	-0.451156  0.0988443  0.101156	0.610859  0.0377522  0.0383267
Ox	1.9596  0.00960136  0.0103986	-0.451156  0.0988443  0.101156	0.402503  0.0960551  0.103951
R	1.9596  0.00960136  0.0103986	-0.451156  0.0988443  0.101156	0.799512  0.0643956  0.0643956
T	1.9596  0.00960136  0.0103986	-0.451156  0.0988443  0.101156	0.716818  0.0622003  0.0604302
Oz	1.9596  0.00960136  0.0103986	-0.451156  0.0988443  0.101156	0.0939376  0.123376  0.126433
B	1.95988  0.00987681  0.0101232	-0.244896  0.105104  0.0948959	0.443822  0.0377799  0.0381519
Ox	1.95988  0.00987681  0.0101232	-0.244896  0.105104  0.0948959	-0.0204879  0.110116  0.110102
R	1.95988  0.00987681  0.0101232	-0.244896  0.105104  0.0948959	0.555055  0.0458509  0.0458509
T	1.95988  0.00987681  0.0101232	-0.244896  0.105104  0.0948959	0.305724  0.10211  0.102125
Oz	1.95988  0.00987681  0.0101232	-0.244896  0.105104  0.0948959	-0.399699  0.10679  0.106053
B	1.96013  0.0101257  0.00987425	-0.0418746  0.108125  0.0918746	0.432768  0.0300256  0.0302441
Ox	1.96013  0.0101257  0.00987425	-0.0418746  0.108125  0.0918746	-0.536348  0.0789741  0.0782948
R	1.96013  0.0101257  0.00987425	-0.0418746  0.108125  0.0918746	0.145375  0.0438653  0.0438653
T	1.96013  0.0101257  0.00987425	-0.0418746  0.108125  0.0918746	-0.177482  0.0173802  0.0615788
Oz	1.96013  0.0101257  0.00987425	-0.0418746  0.108125  0.0918746	-0.477824  0.0795483  0.0789855
B	1.96013  0.0101289  0.00987111	0.166974  0.116974  0.0830261	0.40704  0.0234696  0.0235996
Ox	1.96013  0.0101289  0.00987111	0.166974  0.116974  0.0830261	-0.584811  0.0645109  0.0642024
R	1.96013  0.0101289  0.00987111	0.166974  0.116974  0.0830261	-0.206181  0.0249506  0.0249506
T	1.96013  0.0101289  0.00987111	0.166974  0.116974  0.0830261	-0.575915  0.0620976  0.0617615
Oz	1.96013  0.0101289  0.00987111	0.166974  0.116974  0.0830261	-0.390217  0.0635345  0.0633608
B	1.96013  0.0101262  0.00987379	0.351184  0.101184  0.0988158	0.391039  0.0191204  0.0192001
Ox	1.96013  0.0101262  0.00987379	0.351184  0.101184  0.0988158	-0.666451  0.0528869  0.0526082
R	1.96013  0.0101262  0.00987379	0.351184  0.101184  0.0988158	-0.366853  0.0230944  0.0230944
T	1.96013  0.0101262  0.00987379	0.351184  0.101184  0.0988158	-0.590112  0.0525599  0.0523716
Oz	1.96013  0.0101262  0.00987379	0.351184  0.101184  0.0988158	-0.266978  0.0520961  0.0519967
B	1.9603  0.0102968  0.00970317	0.558585  0.108585  0.0914149	0.431058  0.0170018  0.0170671
Ox	1.9603  0.0102968  0.00970317	0.558585  0.108585  0.0914149	-0.637696  0.0489665  0.0486821
R	1.9603  0.0102968  0.00970317	0.558585  0.108585  0.0914149	-0.470606  0.0427728  0.0427728
T	1.9603  0.0102968  0.00970317	0.558585  0.108585  0.0914149	-0.739743  0.0467723  0.0465735
Oz	1.9603  0.0102968  0.00970317	0.558585  0.108585  0.0914149	-0.301012  0.0477621  0.0476473
B	1.96021  0.0102108  0.0097892	0.735793  0.0857927  0.114207	0.34636  0.0197657  0.0198562
Ox	1.96021  0.0102108  0.0097892	0.735793  0.0857927  0.114207	-0.765676  0.0542989  0.0542989
R	1.96021  0.0102108  0.0097892	0.735793  0.0857927  0.114207	-0.493347  0.0488642  0.0488642
T	1.96021  0.0102108  0.0097892	0.735793  0.0857927  0.114207	-0.807784  0.0540538  0.0540538
Oz	1.96021  0.0102108  0.0097892	0.735793  0.0857927  0.114207	-0.192271  0.0515396  0.0514508
B	1.97973  0.00973056  0.0102694	-0.635184  0.114816  0.0851836	0.740678  0.0373093  0.0384455
Ox	1.97973  0.00973056  0.0102694	-0.635184  0.114816  0.0851836	0.605732  0.0559149  0.0696205
R	1.97973  0.00973056  0.0102694	-0.635184  0.114816  0.0851836	0.865076  0.0511817  0.0511817
T	1.97973  0.00973056  0.0102694	-0.635184  0.114816  0.0851836	0.969087  0.00561849  0.0347346
Oz	1.97973  0.00973056  0.0102694	-0.635184  0.114816  0.0851836	0.233046  0.117193  0.124146
B	1.97983  0.00983006  0.0101699	-0.451221  0.0987793  0.101221	0.69665  0.055748  0.055748
Ox	1.97983  0.00983006  0.0101699	-0.451221  0.0987793  0.101221	0.473801  0.091447  0.091447
R	1.97983  0.00983006  0.0101699	-0.451221  0.0987793  0.101221	0.908432  0.0488286  0.0488286
T	1.97983  0.00983006  0.0101699	-0.451221  0.0987793  0.101221	0.836794  0.20739  0.20739
B	1.98022  0.0102203  0.00977967	-0.244859  0.105141  0.0948592	0.524905  0.0357924  0.0362228
Ox	1.98022  0.0102203  0.00977967	-0.244859  0.105141  0.0948592	-0.0260573  0.10749  0.107375
R	1.98022  0.0102203  0.00977967	-0.244859  0.105141  0.0948592	0.646906  0.0355426  0.0355426
T	1.98022  0.0102203  0.00977967	-0.244859  0.105141  0.0948592	0.425253  0.0919859  0.0921328
Oz	1.98022  0.0102203  0.00977967	-0.244859  0.105141  0.0948592	-0.295382  0.1036  0.103147
B	1.97989  0.00989334  0.0101067	-0.0413571  0.108643  0.0913571	0.457445  0.0289446  0.0291569
Ox	1.97989  0.00989334  0.0101067	-0.0413571  0.108643  0.0913571	-0.564862  0.0781879  0.0775097
R	1.97989  0.00989334  0.0101067	-0.0413571  0.108643  0.0913571	0.127883  0.034104  0.034104
T	1.97989  0.00989334  0.0101067	-0.0413571  0.108643  0.0913571	-0.407928  0.0783373  0.0778185
Oz	1.97989  0.00989334  0.0101067	-0.0413571  0.108643  0.0913571	-0.32567  0.0795674  0.0792053
B	1.98021  0.0102124  0.00978756	0.166775  0.116775  0.083225	0.51893  0.0210622  0.0211982
Ox	1.98021  0.0102124  0.00978756	0.166775  0.116775  0.083225	-0.695281  0.0572221  0.0567906
R	1.98021  0.0102124  0.00978756	0.166775  0.116775  0.083225	-0.258296  0.0372533  0.0372533
T	1.98021  0.0102124  0.00978756	0.166775  0.116775  0.083225	-0.659599  0.0575691  0.0573726
Oz	1.98021  0.0102124  0.00978756	0.166775  0.116775  0.083225	-0.260311  0.0584764  0.0583114
B	1.98023  0.0102259  0.00977407	0.34947  0.0994697  0.10053	0.45961  0.0170264  0.0171024
Ox	1.98023  0.0102259  0.00977407	0.34947  0.0994697  0.10053	-0.808548  0.0478085  0.0348737
R	1.98023  0.0102259  0.00977407	0.34947  0.0994697  0.10053	-0.365803  0.0262301  0.0262301
T	1.98023  0.0102259  0.00977407	0.34947  0.0994697  0.10053	-0.793939  0.0463067  0.0460572
Oz	1.98023  0.0102259  0.00977407	0.34947  0.0994697  0.10053	-0.253438  0.0476683  0.0475814
B	1.98034  0.0103391  0.00966085	0.558364  0.108364  0.0916361	0.410322  0.0153708  0.01543
Ox	1.98034  0.0103391  0.00966085	0.558364  0.108364  0.0916361	-0.769346  0.0439966  0.0437477
R	1.98034  0.0103391  0.00966085	0.558364  0.108364  0.0916361	-0.430025  0.0405494  0.0405494
T	1.98034  0.0103391  0.00966085	0.558364  0.108364  0.0916361	-0.79144  0.0426892  0.0424895
Oz	1.98034  0.0103391  0.00966085	0.558364  0.108364  0.0916361	-0.160256  0.042089  0.0420583
B	1.98029  0.0102923  0.00970766	0.732437  0.0824375  0.117563	0.360383  0.025285  0.025285
Ox	1.98029  0.0102923  0.00970766	0.732437  0.0824375  0.117563	-0.793509  0.0909268  0.0909268
R	1.98029  0.0102923  0.00970766	0.732437  0.0824375  0.117563	-0.424062  0.0412399  0.0412399
T	1.98029  0.0102923  0.00970766	0.732437  0.0824375  0.117563	-0.866145  0.0212766  0.0212766
Oz	1.98029  0.0102923  0.00970766	0.732437  0.0824375  0.117563	-0.15361  0.294825  0.294825
B	1.99916  0.00916325  0.0108368	-0.637584  0.112416  0.087584	0.82088  0.0402843  0.0426175
Ox	1.99916  0.00916325  0.0108368	-0.637584  0.112416  0.087584	0.465519  0.0852986  0.105651
R	1.99916  0.00916325  0.0108368	-0.637584  0.112416  0.087584	0.93762  0.0331316  0.0331316
T	1.99916  0.00916325  0.0108368	-0.637584  0.112416  0.087584	0.969714  0.00567227  0.0355137
Oz	1.99916  0.00916325  0.0108368	-0.637584  0.112416  0.087584	0.282772  0.121449  0.135814
B	1.99897  0.00897089  0.0110291	-0.450081  0.0999192  0.100081	0.763483  0.0947125  0.0947125
Ox	1.99897  0.00897089  0.0110291	-0.450081  0.0999192  0.100081	0.608753  0.0559617  0.0738944
R	1.99897  0.00897089  0.0110291	-0.450081  0.0999192  0.100081	0.934118  0.0247615  0.0247615
T	1.99897  0.00897089  0.0110291	-0.450081  0.0999192  0.100081	0.968264  0.00644817  0.0478332
Oz	1.99897  0.00897089  0.0110291	-0.450081  0.0999192  0.100081	0.123638  0.130064  0.132934
B	1.99911  0.00911496  0.010885	-0.242421  0.107579  0.0924209	0.580835  0.0469981  0.0477844
Ox	1.99911  0.00911496  0.010885	-0.242421  0.107579  0.0924209	-0.140149  0.13802  0.137476
R	1.99911  0.00911496  0.010885	-0.242421  0.107579  0.0924209	0.622288  0.0454785  0.0454785
T	1.99911  0.00911496  0.010885	-0.242421  0.107579  0.0924209	0.292474  0.122156  0.119567
Oz	1.99911  0.00911496  0.010885	-0.242421  0.107579  0.0924209	-0.116158  0.134661  0.134562
B	1.99931  0.00930593  0.0106941	-0.0409937  0.109006  0.0909937	0.569834  0.0703065  0.0703065
Ox	1.99931  0.00930593  0.0106941	-0.0409937  0.109006  0.0909937	-0.731795  0.0379768  0.0379768
R	1.99931  0.00930593  0.0106941	-0.0409937  0.109006  0.0909937	0.101436  0.0550228  0.0550228
T	1.99931  0.00930593  0.0106941	-0.0409937  0.109006  0.0909937	-0.43929  0.0977037  0.0977037
Oz	1.99931  0.00930593  0.0106941	-0.0409937  0.109006  0.0909937	-0.327582  0.0753458  0.0753458
B	1.99936  0.00936479  0.0106352	0.166157  0.116157  0.0838431	0.604613  0.133124  0.133124
Ox	1.99936  0.00936479  0.0106352	0.166157  0.116157  0.0838431	-0.688533  0.072417  0.072417
R	1.99936  0.00936479  0.0106352	0.166157  0.116157  0.0838431	-0.232986  0.0367178  0.0367178
T	1.99936  0.00936479  0.0106352	0.166157  0.116157  0.0838431	-0.621872  0.0682934  0.0682934
Oz	1.99936  0.00936479  0.0106352	0.166157  0.116157  0.0838431	-0.358582  0.127037  0.127037
B	1.99934  0.0093403  0.0106597	0.348597  0.0985969  0.101403	0.565876  0.0203792  0.0205273
Ox	1.99934  0.0093403  0.0106597	0.348597  0.0985969  0.101403	-0.728049  0.0587522  0.0531493
R	1.99934  0.0093403  0.0106597	0.348597  0.0985969  0.101403	-0.414503  0.0375202  0.0375202
T	1.99934  0.0093403  0.0106597	0.348597  0.0985969  0.101403	-0.789404  0.0553276  0.0549917
Oz	1.99934  0.0093403  0.0106597	0.348597  0.0985969  0.101403	-0.228289  0.0590966  0.0590164
B	1.99944  0.00943957  0.0105604	0.557619  0.107619  0.0923813	0.458138  0.0248923  0.0248923
Ox	1.99944  0.00943957  0.0105604	0.557619  0.107619  0.0923813	-0.744495  0.0882834  0.0882834
R	1.99944  0.00943957  0.0105604	0.557619  0.107619  0.0923813	-0.516444  0.0284759  0.0284759
T	1.99944  0.00943957  0.0105604	0.557619  0.107619  0.0923813	-0.866254  0.0185482  0.0185482
Oz	1.99944  0.00943957  0.0105604	0.557619  0.107619  0.0923813	-0.137173  0.295802  0.295802
B	1.99945  0.00944596  0.010554	0.732173  0.0821732  0.117827	0.394432  0.0208087  0.0208087
Ox	1.99945  0.00944596  0.010554	0.732173  0.0821732  0.117827	-0.867827  0.0240196  0.0240196
R	1.99945  0.00944596  0.010554	0.732173  0.0821732  0.117827	-0.493092  0.0258831  0.0258831
T	1.99945  0.00944596  0.010554	0.732173  0.0821732  0.117827	-0.933548  0.0571584  0.0571584
Oz	1.99945  0.00944596  0.010554	0.732173  0.0821732  0.117827	-0.232254  0.0514406  0.0514406
B	2.01772  0.00772242  0.0122776	-0.255822  0.494178  0.305822	0.73483  0.0318483  0.0330227
Ox	2.01772  0.00772242  0.0122776	-0.255822  0.494178  0.305822	-0.298881  0.0901702  0.0694583
R	2.01772  0.00772242  0.0122776	-0.255822  0.494178  0.305822	0.667544  0.063177  0.063177
T	2.01772  0.00772242  0.0122776	-0.255822  0.494178  0.305822	0.332353  0.0834454  0.0803242
Oz	2.01772  0.00772242  0.0122776	-0.255822  0.494178  0.305822	0.0323523  0.0923742  0.0947849
B	2.0177  0.00769647  0.0123035	0.166636  0.116636  0.0833642	0.672944  0.0341173  0.0341173
Ox	2.0177  0.00769647  0.0123035	0.166636  0.116636  0.0833642	-0.693704  0.0564432  0.0564432
R	2.0177  0.00769647  0.0123035	0.166636  0.116636  0.0833642	-0.267565  0.0264567  0.0264567
T	2.0177  0.00769647  0.0123035	0.166636  0.116636  0.0833642	-0.545547  0.0966923  0.0966923
Oz	2.0177  0.00769647  0.0123035	0.166636  0.116636  0.0833642	-0.166445  0.0979441  0.0979441
B	2.01781  0.0078144  0.0121856	0.348568  0.0985684  0.101432	0.557119  0.0294584  0.0297674
Ox	2.01781  0.0078144  0.0121856	0.348568  0.0985684  0.101432	-0.766363  0.0870034  0.0496347
R	2.01781  0.0078144  0.0121856	0.348568  0.0985684  0.101432	-0.417932  0.0333757  0.0333757
T	2.01781  0.0078144  0.0121856	0.348568  0.0985684  0.101432	-0.784824  0.0819547  0.0813356
Oz	2.01781  0.0078144  0.0121856	0.348568  0.0985684  0.101432	-0.163365  0.0846357  0.0846058
B	2.01795  0.00795362  0.0120464	0.557966  0.107966  0.092034	0.434769  0.0260509  0.0262079
Ox	2.01795  0.00795362  0.0120464	0.557966  0.107966  0.092034	-0.740078  0.0757747  0.0757747
R	2.01795  0.00795362  0.0120464	0.557966  0.107966  0.092034	-0.496081  0.0269089  0.0269089
T	2.01795  0.00795362  0.0120464	0.557966  0.107966  0.092034	-0.858582  0.07106  0.07106
Oz	2.01795  0.00795362  0.0120464	0.557966  0.107966  0.092034	-0.225087  0.0730253  0.0729115
B	2.01804  0.00804124  0.0119588	0.730236  0.0802364  0.119764	0.387195  0.0384181  0.0384181
Ox	2.01804  0.00804124  0.0119588	0.730236  0.0802364  0.119764	-0.869654  0.0147406  0.0147406
R	2.01804  0.00804124  0.0119588	0.730236  0.0802364  0.119764	-0.469542  0.032142  0.032142
T	2.01804  0.00804124  0.0119588	0.730236  0.0802364  0.119764	-0.834967  0.0834885  0.0834885
Oz	2.01804  0.00804124  0.0119588	0.730236  0.0802364  0.119764	-0.247943  0.0456181  0.0456181
B	2.03975  0.00975071  0.0102493	-0.244298  0.505702  0.294298	0.675276  0.0468077  0.0483065
Ox	2.03975  0.00975071  0.0102493	-0.244298  0.505702  0.294298	-0.369327  0.139056  0.139056
R	2.03975  0.00975071  0.0102493	-0.244298  0.505702  0.294298	0.468648  0.0851212  0.0851212
T	2.03975  0.00975071  0.0102493	-0.244298  0.505702  0.294298	-0.164143  0.0118313  0.0271186
Oz	2.03975  0.00975071  0.0102493	-0.244298  0.505702  0.294298	0.360742  0.142785  0.142785
B	2.03981  0.0098077  0.0101923	0.165702  0.115702  0.0842975	0.582942  0.115623  0.115623
