B	1.79995  0.00994797  0.010052	0.543901  0.0939008  0.106099	0.333655  0.0194141  0.0194141
Ox	1.79995  0.00994797  0.010052	0.543901  0.0939008  0.106099	-0.909794  0.00843833  0.00843833
R	1.79995  0.00994797  0.010052	0.543901  0.0939008  0.106099	-0.47145  0.0454657  0.0454657
T	1.79995  0.00994797  0.010052	0.543901  0.0939008  0.106099	-0.96992  0.0037346  0.0037346
Oz	1.79995  0.00994797  0.010052	0.543901  0.0939008  0.106099	-0.178304  0.0320514  0.0320514
B	1.80007  0.0100683  0.00993166	0.739087  0.0890872  0.110913	0.305399  0.0213812  0.0214358
Ox	1.80007  0.0100683  0.00993166	0.739087  0.0890872  0.110913	-0.93466  0.0115224  0.00790169
R	1.80007  0.0100683  0.00993166	0.739087  0.0890872  0.110913	-0.390637  0.0852309  0.0852309
T	1.80007  0.0100683  0.00993166	0.739087  0.0890872  0.110913	-0.968772  0.0118101  0.00384688
Oz	1.80007  0.0100683  0.00993166	0.739087  0.0890872  0.110913	-0.0503761  0.0570509  0.0572394
B	1.82002  0.0100174  0.00998256	-0.481443  0.268557  0.131443	0.119755  0.038876  0.0389988
Ox	1.82002  0.0100174  0.00998256	-0.481443  0.268557  0.131443	-0.412055  0.0952336  0.109303
R	1.82002  0.0100174  0.00998256	-0.481443  0.268557  0.131443	0.149606  0.0677852  0.0677852
T	1.82002  0.0100174  0.00998256	-0.481443  0.268557  0.131443	-0.347575  0.105334  0.0946191
Oz	1.82002  0.0100174  0.00998256	-0.481443  0.268557  0.131443	-0.050285  0.10547  0.105371
B	1.81992  0.00992183  0.0100782	-0.127859  0.222141  0.177859	0.259181  0.022454  0.022552
Ox	1.81992  0.00992183  0.0100782	-0.127859  0.222141  0.177859	-0.849003  0.0627175  0.0621438
R	1.81992  0.00992183  0.0100782	-0.127859  0.222141  0.177859	-0.0606534  0.0602096  0.0602096
T	1.81992  0.00992183  0.0100782	-0.127859  0.222141  0.177859	-0.794683  0.0606441  0.0601254
Oz	1.81992  0.00992183  0.0100782	-0.127859  0.222141  0.177859	-0.20386  0.0608465  0.0607446
B	1.82009  0.0100876  0.00991235	0.155928  0.105928  0.0940721	0.324594  0.0291066  0.0291066
Ox	1.82009  0.0100876  0.00991235	0.155928  0.105928  0.0940721	-0.883427  0.0113824  0.0113824
R	1.82009  0.0100876  0.00991235	0.155928  0.105928  0.0940721	-0.205106  0.0293123  0.0293123
T	1.82009  0.0100876  0.00991235	0.155928  0.105928  0.0940721	-0.968343  0.00780424  0.00780424
Oz	1.82009  0.0100876  0.00991235	0.155928  0.105928  0.0940721	-0.289516  0.0310841  0.0310841
B	1.81988  0.009882  0.010118	0.35193  0.10193  0.0980695	0.333817  0.0241484  0.0241484
Ox	1.81988  0.009882  0.010118	0.35193  0.10193  0.0980695	-0.899903  0.00928076  0.00928076
R	1.81988  0.009882  0.010118	0.35193  0.10193  0.0980695	-0.387008  0.040874  0.040874
T	1.81988  0.009882  0.010118	0.35193  0.10193  0.0980695	-0.968965  0.00553379  0.00553379
Oz	1.81988  0.009882  0.010118	0.35193  0.10193  0.0980695	-0.221213  0.0307094  0.0307094
B	1.81991  0.00991232  0.0100877	0.54703  0.0970296  0.10297	0.354164  0.0201412  0.0202502
Ox	1.81991  0.00991232  0.0100877	0.54703  0.0970296  0.10297	-0.911137  0.0110952  0.0110952
R	1.81991  0.00991232  0.0100877	0.54703  0.0970296  0.10297	-0.40135  0.0562661  0.0562661
T	1.81991  0.00991232  0.0100877	0.54703  0.0970296  0.10297	-0.968454  0.0133684  0.00388464
Oz	1.81991  0.00991232  0.0100877	0.54703  0.0970296  0.10297	-0.11709  0.056566  0.0562328
B	1.81984  0.00983886  0.0101611	0.73831  0.0883099  0.11169	0.325353  0.0245412  0.0246247
Ox	1.81984  0.00983886  0.0101611	0.73831  0.0883099  0.11169	-0.920904  0.0187468  0.0118841
R	1.81984  0.00983886  0.0101611	0.73831  0.0883099  0.11169	-0.452988  0.0959394  0.0959394
T	1.81984  0.00983886  0.0101611	0.73831  0.0883099  0.11169	-0.968289  0.017418  0.00450044
Oz	1.81984  0.00983886  0.0101611	0.73831  0.0883099  0.11169	-0.122104  0.0661629  0.0662671
B	1.84024  0.0102392  0.00976078	-0.493688  0.256312  0.143688	0.186383  0.0418144  0.0419764
Ox	1.84024  0.0102392  0.00976078	-0.493688  0.256312  0.143688	-0.222927  0.117216  0.120177
R	1.84024  0.0102392  0.00976078	-0.493688  0.256312  0.143688	0.344955  0.071192  0.071192
T	1.84024  0.0102392  0.00976078	-0.493688  0.256312  0.143688	0.174717  0.0792234  0.0188577
Oz	1.84024  0.0102392  0.00976078	-0.493688  0.256312  0.143688	0.0989478  0.116771  0.116902
B	1.84023  0.0102348  0.00976523	-0.128466  0.221534  0.178466	0.230277  0.0273485  0.0274529
Ox	1.84023  0.0102348  0.00976523	-0.128466  0.221534  0.178466	-0.686413  0.0782365  0.0776133
R	1.84023  0.0102348  0.00976523	-0.128466  0.221534  0.178466	0.0543445  0.0495601  0.0495601
T	1.84023  0.0102348  0.00976523	-0.128466  0.221534  0.178466	-0.561011  0.0729418  0.0724192
Oz	1.84023  0.0102348  0.00976523	-0.128466  0.221534  0.178466	-0.212852  0.0751745  0.0750038
B	1.84038  0.0103816  0.00961835	0.156724  0.106724  0.0932758	0.303454  0.0299606  0.0299606
Ox	1.84038  0.0103816  0.00961835	0.156724  0.106724  0.0932758	-0.91813  0.0140862  0.0140862
R	1.84038  0.0103816  0.00961835	0.156724  0.106724  0.0932758	-0.211131  0.0424342  0.0424342
T	1.84038  0.0103816  0.00961835	0.156724  0.106724  0.0932758	-0.778256  0.0812757  0.0812757
Oz	1.84038  0.0103816  0.00961835	0.156724  0.106724  0.0932758	-0.17842  0.0555445  0.0555445
B	1.84022  0.010218  0.00978199	0.352544  0.102544  0.0974557	0.374316  0.0279319  0.0279319
Ox	1.84022  0.010218  0.00978199	0.352544  0.102544  0.0974557	-0.89491  0.0111553  0.0111553
R	1.84022  0.010218  0.00978199	0.352544  0.102544  0.0974557	-0.430288  0.0355329  0.0355329
T	1.84022  0.010218  0.00978199	0.352544  0.102544  0.0974557	-0.951469  0.0654596  0.0654596
Oz	1.84022  0.010218  0.00978199	0.352544  0.102544  0.0974557	-0.165385  0.045409  0.045409
B	1.84005  0.0100452  0.00995482	0.548915  0.0989155  0.101085	0.376095  0.0288417  0.0288417
Ox	1.84005  0.0100452  0.00995482	0.548915  0.0989155  0.101085	-0.894794  0.0108911  0.0108911
R	1.84005  0.0100452  0.00995482	0.548915  0.0989155  0.101085	-0.498589  0.0379568  0.0379568
T	1.84005  0.0100452  0.00995482	0.548915  0.0989155  0.101085	-0.967654  0.0103168  0.0103168
Oz	1.84005  0.0100452  0.00995482	0.548915  0.0989155  0.101085	-0.16581  0.0434945  0.0434945
B	1.84017  0.0101739  0.00982611	0.735593  0.0855927  0.114407	0.312709  0.0286005  0.0287565
Ox	1.84017  0.0101739  0.00982611	0.735593  0.0855927  0.114407	-0.920012  0.0335345  0.0151115
R	1.84017  0.0101739  0.00982611	0.735593  0.0855927  0.114407	-0.386519  0.0743327  0.0743327
T	1.84017  0.0101739  0.00982611	0.735593  0.0855927  0.114407	-0.966473  0.05705  0.00644534
Oz	1.84017  0.0101739  0.00982611	0.735593  0.0855927  0.114407	-0.15346  0.0771633  0.0768345
B	1.86002  0.010019  0.00998104	-0.502569  0.247431  0.152569	0.216698  0.0304961  0.0305005
Ox	1.86002  0.010019  0.00998104	-0.502569  0.247431  0.152569	0.0243551  0.0960716  0.102894
R	1.86002  0.010019  0.00998104	-0.502569  0.247431  0.152569	0.373428  0.0659708  0.0659708
T	1.86002  0.010019  0.00998104	-0.502569  0.247431  0.152569	0.172208  0.0407573  0.0147609
Oz	1.86002  0.010019  0.00998104	-0.502569  0.247431  0.152569	0.11767  0.0834577  0.0804792
B	1.85989  0.00989461  0.0101054	-0.129249  0.220751  0.179249	0.200853  0.0224555  0.0225349
Ox	1.85989  0.00989461  0.0101054	-0.129249  0.220751  0.179249	-0.558927  0.0632954  0.0629358
R	1.85989  0.00989461  0.0101054	-0.129249  0.220751  0.179249	0.0580603  0.0521346  0.0521346
T	1.85989  0.00989461  0.0101054	-0.129249  0.220751  0.179249	-0.510568  0.060188  0.0598162
Oz	1.85989  0.00989461  0.0101054	-0.129249  0.220751  0.179249	-0.186201  0.0602631  0.0601562
B	1.85989  0.0098861  0.0101139	0.158307  0.108307  0.0916926	0.27555  0.0246987  0.0248179
Ox	1.85989  0.0098861  0.0101139	0.158307  0.108307  0.0916926	-0.755728  0.0685142  0.0678673
R	1.85989  0.0098861  0.0101139	0.158307  0.108307  0.0916926	-0.136955  0.0434003  0.0434003
T	1.85989  0.0098861  0.0101139	0.158307  0.108307  0.0916926	-0.757305  0.0668195  0.0662237
Oz	1.85989  0.0098861  0.0101139	0.158307  0.108307  0.0916926	-0.307842  0.0671456  0.066885
B	1.85987  0.00987135  0.0101286	0.353576  0.103576  0.0964239	0.326614  0.0195381  0.0195381
Ox	1.85987  0.00987135  0.0101286	0.353576  0.103576  0.0964239	-0.900272  0.0173604  0.0173604
R	1.85987  0.00987135  0.0101286	0.353576  0.103576  0.0964239	-0.361178  0.0487592  0.0487592
T	1.85987  0.00987135  0.0101286	0.353576  0.103576  0.0964239	-0.925089  0.0542974  0.0542974
Oz	1.85987  0.00987135  0.0101286	0.353576  0.103576  0.0964239	-0.217381  0.0463217  0.0463217
B	1.85982  0.00982375  0.0101763	0.55139  0.10139  0.0986097	0.335704  0.0196928  0.0196928
Ox	1.85982  0.00982375  0.0101763	0.55139  0.10139  0.0986097	-0.904483  0.0135313  0.0135313
R	1.85982  0.00982375  0.0101763	0.55139  0.10139  0.0986097	-0.444728  0.0302587  0.0302587
T	1.85982  0.00982375  0.0101763	0.55139  0.10139  0.0986097	-0.86091  0.0570886  0.0570886
Oz	1.85982  0.00982375  0.0101763	0.55139  0.10139  0.0986097	-0.186459  0.0447815  0.0447815
B	1.85978  0.00978185  0.0102181	0.736052  0.0860519  0.113948	0.337929  0.0187264  0.0187264
Ox	1.85978  0.00978185  0.0102181	0.736052  0.0860519  0.113948	-0.80822  0.0938089  0.0938089
R	1.85978  0.00978185  0.0102181	0.736052  0.0860519  0.113948	-0.44659  0.0540411  0.0540411
T	1.85978  0.00978185  0.0102181	0.736052  0.0860519  0.113948	-0.892094  0.0113157  0.0113157
Oz	1.85978  0.00978185  0.0102181	0.736052  0.0860519  0.113948	-0.24588  0.260229  0.260229
B	1.88045  0.0104515  0.00954845	-0.62932  0.12068  0.0793202	0.132214  0.0443138  0.0445637
Ox	1.88045  0.0104515  0.00954845	-0.62932  0.12068  0.0793202	0.837301  0.107223  0.133401
R	1.88045  0.0104515  0.00954845	-0.62932  0.12068  0.0793202	0.478204  0.0936662  0.0936662
T	1.88045  0.0104515  0.00954845	-0.62932  0.12068  0.0793202	0.533587  0.116268  0.117614
Oz	1.88045  0.0104515  0.00954845	-0.62932  0.12068  0.0793202	0.321263  0.12786  0.128896
B	1.88011  0.0101132  0.00988678	-0.447466  0.102534  0.0974659	0.254423  0.03127  0.0314527
Ox	1.88011  0.0101132  0.00988678	-0.447466  0.102534  0.0974659	0.315224  0.0911778  0.0916033
R	1.88011  0.0101132  0.00988678	-0.447466  0.102534  0.0974659	0.439516  0.0601396  0.0601396
T	1.88011  0.0101132  0.00988678	-0.447466  0.102534  0.0974659	0.23092  0.0838001  0.0663732
Oz	1.88011  0.0101132  0.00988678	-0.447466  0.102534  0.0974659	-0.0349965  0.0875702  0.0875213
B	1.87989  0.00989315  0.0101069	-0.245496  0.104504  0.0954961	0.175059  0.028518  0.0286628
Ox	1.87989  0.00989315  0.0101069	-0.245496  0.104504  0.0954961	-0.200393  0.0829165  0.0826976
R	1.87989  0.00989315  0.0101069	-0.245496  0.104504  0.0954961	0.280549  0.056281  0.056281
T	1.87989  0.00989315  0.0101069	-0.245496  0.104504  0.0954961	-0.168789  0.0115297  0.0272119
Oz	1.87989  0.00989315  0.0101069	-0.245496  0.104504  0.0954961	-0.177113  0.0815966  0.0812884
B	1.8799  0.00990457  0.0100954	-0.0451386  0.104861  0.0951386	0.220403  0.024801  0.0248967
Ox	1.8799  0.00990457  0.0100954	-0.0451386  0.104861  0.0951386	-0.575448  0.0667553  0.0663109
R	1.8799  0.00990457  0.0100954	-0.0451386  0.104861  0.0951386	0.124107  0.0411235  0.0411235
T	1.8799  0.00990457  0.0100954	-0.0451386  0.104861  0.0951386	-0.37126  0.0661712  0.0658185
Oz	1.8799  0.00990457  0.0100954	-0.0451386  0.104861  0.0951386	-0.210353  0.0651332  0.0650092
B	1.87991  0.00991491  0.0100851	0.160507  0.110507  0.089493	0.321599  0.0209075  0.0210023
Ox	1.87991  0.00991491  0.0100851	0.160507  0.110507  0.089493	-0.567025  0.0570798  0.0567752
R	1.87991  0.00991491  0.0100851	0.160507  0.110507  0.089493	-0.10835  0.0328682  0.0328682
T	1.87991  0.00991491  0.0100851	0.160507  0.110507  0.089493	-0.581591  0.0566118  0.0562728
Oz	1.87991  0.00991491  0.0100851	0.160507  0.110507  0.089493	-0.367064  0.0574778  0.0572437
B	1.87994  0.00993825  0.0100618	0.355037  0.105037  0.0949629	0.328686  0.0174965  0.0175705
Ox	1.87994  0.00993825  0.0100618	0.355037  0.105037  0.0949629	-0.666073  0.0491023  0.0488255
R	1.87994  0.00993825  0.0100618	0.355037  0.105037  0.0949629	-0.316658  0.0305812  0.0305812
T	1.87994  0.00993825  0.0100618	0.355037  0.105037  0.0949629	-0.695516  0.0476858  0.0474734
Oz	1.87994  0.00993825  0.0100618	0.355037  0.105037  0.0949629	-0.308061  0.0488505  0.0486925
B	1.87987  0.00987063  0.0101294	0.554379  0.104379  0.0956214	0.31299  0.00998838  0.00998838
Ox	1.87987  0.00987063  0.0101294	0.554379  0.104379  0.0956214	-0.725767  0.0144163  0.0144163
R	1.87987  0.00987063  0.0101294	0.554379  0.104379  0.0956214	-0.421976  0.033816  0.033816
T	1.87987  0.00987063  0.0101294	0.554379  0.104379  0.0956214	-0.825716  0.010152  0.010152
Oz	1.87987  0.00987063  0.0101294	0.554379  0.104379  0.0956214	-0.304013  0.0297724  0.0297724
B	1.87993  0.00993385  0.0100661	0.737685  0.0876851  0.112315	0.300719  0.0194301  0.0194301
Ox	1.87993  0.00993385  0.0100661	0.737685  0.0876851  0.112315	-0.907675  0.022962  0.022962
R	1.87993  0.00993385  0.0100661	0.737685  0.0876851  0.112315	-0.383444  0.0487003  0.0487003
T	1.87993  0.00993385  0.0100661	0.737685  0.0876851  0.112315	-0.850553  0.0549042  0.0549042
Oz	1.87993  0.00993385  0.0100661	0.737685  0.0876851  0.112315	-0.221005  0.0481488  0.0481488
B	1.89936  0.00935767  0.0106423	-0.632503  0.117497  0.0825032	0.288377  0.0382798  0.0387241
Ox	1.89936  0.00935767  0.0106423	-0.632503  0.117497  0.0825032	0.93961  0.0135697  0.093632
R	1.89936  0.00935767  0.0106423	-0.632503  0.117497  0.0825032	0.39118  0.0800926  0.0800926
T	1.89936  0.00935767  0.0106423	-0.632503  0.117497  0.0825032	0.725921  0.101705  0.103075
Oz	1.89936  0.00935767  0.0106423	-0.632503  0.117497  0.0825032	-0.0116299  0.118626  0.118573
B	1.89898  0.00897683  0.0110232	-0.451045  0.0989552  0.101045	0.243603  0.0300498  0.0302281
Ox	1.89898  0.00897683  0.0110232	-0.451045  0.0989552  0.101045	0.469421  0.0828385  0.0743484
